nom,date,temps,rate,vote,resume,cover
Le gang des champions,1993,1h 41m,7.8,108.0,"Au cours de l'été 1962, un jeune garçon, fraîchement débarqué en ville, est pris sous l'aile d'un jeune prodige du baseball et de sa flamboyante équipe, pour de folles aventures.","https://m.media-amazon.com/images/M/MV5BMzBhNGFkMGItZWQyNS00YTY1LWIxYzUtYWRiMjk3YWI1MTgxXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
Star Wars : Épisode VII - Le Réveil de la Force,2015,2h 18m,7.8,996.0,"Trente ans après la défaite de l'Empire, une nouvelle menace apparaît au sein du Premier Ordre. Le Stormtrooper déserteur Finn et Rey se retrouvent impliqués par la Résistance dans la recherche de Luke Skywalker.","https://m.media-amazon.com/images/M/MV5BYTZiZWVhYzItMjA5OS00NGFkLTkxZmYtZjBiZmRiN2U5NmQxXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Le Chat potté 2 : La Dernière Quête,2022,1h 42m,7.8,201.0,Le Chat potté découvre que sa passion pour l'aventure a fait des ravages : il a épuisé huit de ses neuf vies. Notre héros se lance alors dans un voyage épique à la recherche de la légendaire Étoile à Vœu afin de retrouver sa jeunesse.,"https://m.media-amazon.com/images/M/MV5BYzE2MjkxYjItYTIwZi00ZWE1LWE0MzctNTQ3ZjVmYjk0Y2QxXkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg"
Captain America: Civil War,2016,2h 27m,7.8,884.0,L'implication politique dans les activités des Avengers provoque une rupture entre Capitaine America et Iron Man.,"https://m.media-amazon.com/images/M/MV5BZTg0MTNlMDMtOWMwZS00ZDNmLWJhMWQtNzhkNTdkZmIzNGQxXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
Moon: La Face cachée,2009,1h 37m,7.8,385.0,"Sam Bell, astronaute, a une relation qui semble parfaite, au terme de ses trois années sur la lune. GERTY, son ordinateur, et lui, renvoie des parties d'une resource à la Terre qui a beaucoup aidé à minimiser les problemes d'énergie sur la planète.","https://m.media-amazon.com/images/M/MV5BMTgzODgyNTQwOV5BMl5BanBnXkFtZTcwNzc0NTc0Mg@@._V1_QL75_UY207_CR1,0,140,207_.jpg"
Le Fugitif,1993,2h 10m,7.8,332.0,"Le Dr. Richard Kimble, injustement accusé de l'assassinat de sa femme, doit retrouver le véritable meurtrier alors qu'il est pris en chasse par un U.S. Marshal chevronné.","https://m.media-amazon.com/images/M/MV5BYmZlYWZiNDEtN2NiNi00YzdmLWFjNmQtNWU3MjY0YzBiOWQwXkEyXkFqcGc@._V1_QL75_UY207_CR0,0,140,207_.jpg"
Hot Fuzz,2007,2h 1m,7.8,550.0,Un officier de police qualifié de Londres est transféré dans une petite ville qui recèle un sombre secret.,"https://m.media-amazon.com/images/M/MV5BN2EwOWIxNGQtM2E0YS00NWZmLWExNjQtNWE1MmM4MTI4YTlkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Manchester by the Sea,2016,2h 17m,7.8,330.0,Un oncle dépressif doit prendre soin de son neveu adolescent après le décès de son père.,"https://m.media-amazon.com/images/M/MV5BMWUwYThmOGQtN2FhOS00ODkzLWIxYmYtMDRkODg5MzEzMzM5XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Training Day,2001,2h 2m,7.8,494.0,"Lors de son premier jour en tant qu'officier des stupéfiants à Los Angeles, un policier novice dépasse les limites d'une journée de travail en formation bien remplie au sein de la division des stupéfiants du commissariat de Los Angeles avec un détective qui n'est pas ce qu'il semble être.","https://m.media-amazon.com/images/M/MV5BMjRlNjUwOGYtNGQxZS00ZjhkLTg0NDgtYjcwNzZlNDU2YjBlXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
L'Étrange Histoire de Benjamin Button,2008,2h 46m,7.8,719.0,"L'histoire de Benjamin Button, un homme qui se met à vieillir à l'envers avec des conséquences surprenantes.","https://m.media-amazon.com/images/M/MV5BMzE2ODdlZWUtNGQ5My00YmVkLWI3MWQtMjQyMzc5NzViNjA1XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Night Call,2014,1h 57m,7.8,634.0,"Lorsque Louis Bloom, escroc en manque de travail, s'immisce dans le monde du journalisme de faits divers de Los Angeles, il refuse la distinction entre observateur et participant pour devenir la star de sa propre histoire.","https://m.media-amazon.com/images/M/MV5BNWMwYTNhY2YtZmU4My00NDc3LWFlMGQtZTRlYTI3ZmJiY2NlXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Devine qui vient dîner...,1967,1h 48m,7.8,51.0,"Joey vient chez ses parents pour leur présenter son récent fiancé John. Mais celui-ci est noir, veuf et plus âgé. Les parents, pourtant libéraux, ont quelques réserves. La situation se compliquera lorsque les parents de John arriveront.","https://m.media-amazon.com/images/M/MV5BMzMzOWI1NDYtMTcxYy00NTdkLTlmOWItYmQ2YjRmMTU5YzU0XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Misery,1990,1h 47m,7.8,249.0,"Un célèbre romancier, sauvé d'un accident de voiture par une fan éplorée, réalise que les soins que celle-ci lui prodigue ne sont que le début d'un long cauchemar.","https://m.media-amazon.com/images/M/MV5BNzY0ODQ3MTMxN15BMl5BanBnXkFtZTgwMDkwNTg4NjE@._V1_QL75_UX140_CR0,1,140,207_.jpg"
The Man from Earth,2007,1h 27m,7.8,208.0,Une fête d'au revoir impromptue pour le Professeur John Oldman se transforme en interrogatoire mystérieux après que l'universitaire sur le départ révèle à ses collègues un passé plus étrange qu'ils n'auraient pu s'imaginer.,"https://m.media-amazon.com/images/M/MV5BOTE1NGYxNjgtYmVlMS00ODEwLTg2NjAtMTdjODMzY2I1ZjZmXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Seul au monde,2000,2h 23m,7.8,663.0,Un dirigeant de FedEx subit des transformations physiques et émotionnelles pour survivre à un crash sur une île déserte.,"https://m.media-amazon.com/images/M/MV5BYTI2Mzg1ZWUtYmI0Zi00ZDIzLWIzZjEtZGE3ZWZlYTQ3YmM1XkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg"
Mary Poppins,1964,2h 19m,7.8,192.0,"Au tournant du siècle dernier, une nounou magique emploie musique et aventure pour aider deux enfants délaissés à se rapprocher de leur père.","https://m.media-amazon.com/images/M/MV5BNmExMzk0YmQtMTk3ZS00MWJlLWIzYTItMTUzMmFmNTM4NzI0XkEyXkFqcGc@._V1_QL75_UY207_CR10,0,140,207_.jpg"
American Gangster,2007,2h 37m,7.8,470.0,"Un policier exclu de la ville de New York est accusé d'avoir abattu un 'baron de la drogue' à Harlem, Frank Lucas, dont la vie réelle a inspiré ce film en partie biographique.","https://m.media-amazon.com/images/M/MV5BZGExM2MwNjUtNThkNi00ZjBmLWJhZDgtN2ZmOWJiZWEwNGMxXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
The Fall,2006,1h 57m,7.8,122.0,"Dans un hôpital de Los Angeles des années 20, un cascadeur blessé raconte à une petite fille au bras cassé, une histoire avec cinq héros mythiques. Grâce à son imagination délurée, la frontière entre la fiction et la réalité s'estompe.","https://m.media-amazon.com/images/M/MV5BMjAzODUwMjM1M15BMl5BanBnXkFtZTcwNjU2MjU2MQ@@._V1_QL75_UX140_CR0,9,140,207_.jpg"
Nosferatu le vampire,1922,1h 34m,7.8,118.0,"Hutter, envoyé par son patron dans les Carpates, doit proposer une nouvelle résidence au comte Orlok. Le vampire, séduit par la photo de l'épouse de son invité, s'embarque pour Wisborg, semant la peste sur son passage.","https://m.media-amazon.com/images/M/MV5BMTU5NDAyNDczM15BMl5BanBnXkFtZTgwMzQ2ODMwMzE@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Serenity - L'ultime rébellion,2005,1h 59m,7.8,310.0,L'équipage du navire Serenity (Sérénité) essaie d'échapper à un assassin qui tente de recapturer un membre de l'équipage qui est télépathe.,"https://m.media-amazon.com/images/M/MV5BZWRjOGQwYTQtYTMzYy00ZjRjLWI3MDgtYmE1YjcxYWI4MWYyXkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg"
Le plus beau des combats,2000,1h 53m,7.8,240.0,L'histoire vraie d'un entraîneur afro-américain et de son équipe de lycéens lors de leur première saison en tant qu'entité multiethnique.,"https://m.media-amazon.com/images/M/MV5BMDlmM2ZhNjEtMDJkMC00MmNkLWE2MjktMzI3Mjg3Mzc4MTI0XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Le Hobbit : La Désolation de Smaug,2013,2h 41m,7.8,729.0,"Les nains, ainsi que Bilbo Baggins et Gandalf le Gris, poursuivent leur quête pour récupérer Erebor, leur patrie, des griffes de Smaug. Bilbo Baggins est en possession d'une mystérieuse bague magique.","https://m.media-amazon.com/images/M/MV5BZGEzZGIzOWMtZDcwNy00YTJhLWJiM2YtMzIxN2U4MDBkYTY2XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Les Incorruptibles,1987,1h 59m,7.8,342.0,"L'agent fédéral Eliot Ness est bien déterminé à arrêter Al Capone? en raison de la corruption endémique, il réunit une petite équipe triée sur le volet.","https://m.media-amazon.com/images/M/MV5BNDcyY2FiMjUtYzY1Yy00ZTYxLTgxMmYtN2YxYTUwNzdkZmExXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Skyfall,2012,2h 23m,7.8,749.0,"La loyauté de Bond envers M est testée lorsque son passé revient le hanter. Quand le MI6 est attaqué, 007 doit détecter et détruire la menace, quel que soit le coût.","https://m.media-amazon.com/images/M/MV5BZmQzOTBmZGQtM2Q0Ni00ZThmLWIwZDctNjc4Zjk2ZTE4MDUzXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg"
Moonrise Kingdom,2012,1h 34m,7.8,374.0,"Une paire de jeunes amants s'enfuient de leur ville de New England, et le groupe de recherche des riverains s'étale à leur recherche.","https://m.media-amazon.com/images/M/MV5BMTEwMTc3NDkzOTJeQTJeQWpwZ15BbWU3MDI4NTAwNzc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
Paddington 2,2017,1h 43m,7.8,105.0,"Paddington, maintenant heureux, bien installé chez les Brown et membre apprécié de la communauté locale, décroche une série de petits boulots afin de pouvoir acheter le cadeau idéal pour le 100ème anniversaire de sa tante Lucy.","https://m.media-amazon.com/images/M/MV5BNzYxYTE4NmQtNjI4NC00YTE3LTliZWMtZmZmZGI0N2U3MjFmXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
J'ai rencontré le diable,2010,2h 24m,7.8,155.0,Un agent secret se venge d'un tueur en série en le capturant et le relâchant à maintes reprises.,"https://m.media-amazon.com/images/M/MV5BM2Q1ZGZiNTYtMWNjOC00NmU2LTg1MDQtZGZkNmY0Y2RlOTBmXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
Retour vers le futur 2,1989,1h 48m,7.8,595.0,"Après un détour par 2015, Marty McFly doit recommencer sa visite de 1955 afin d'éviter des changements désastreux en 1985... mais sans nuire aux effets de son premier voyage.","https://m.media-amazon.com/images/M/MV5BMTIzNTk1MTkzMV5BMl5BanBnXkFtZTYwNjQ0OTE5._V1_QL75_UX140_CR0,16,140,207_.jpg"
La Mémoire dans la peau,2002,1h 59m,7.8,593.0,"Un homme est arrêté par un bateau de pêche, rongé par les balles et atteint d'amnésie, avant de courir pour échapper à des assassins et tenter de retrouver sa mémoire.","https://m.media-amazon.com/images/M/MV5BY2ViZmY3MjktNmY2Yi00ZTU3LWFhMGYtMzI1ZGRlMzQ0YjU4XkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg"
L'éveil,1990,2h 1m,7.8,168.0,"Les victimes d'une épidémie d'encéphalite il y a de nombreuses années ont été catatoniques depuis ce temps-là, mais désormais un nouveau médicament donne la possibilité de les faire revivre.","https://m.media-amazon.com/images/M/MV5BMjY2MjdkZTYtNjk2OS00YzMyLWIwNzAtOWYwYTJkYjYyMzVjXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
RRR,2022,3h 7m,7.8,177.0,Une histoire fictive sur deux révolutionnaires légendaires et leur voyage loin de chez eux avant qu'ils ne commencent à se battre pour leur pays dans les années 1920.,"https://m.media-amazon.com/images/M/MV5BNTFiNmM5NzUtZTNkOC00MzQyLWI1ZGQtOGNhZDM2NTNhNjA3XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Le Dernier Samouraï,2003,2h 34m,7.8,487.0,Un conseiller militaire américain capturé au combat embrasse la culture samouraï qu'il avait été engagé pour détruire.,"https://m.media-amazon.com/images/M/MV5BODhkMzBkZWItODVmYy00YWIzLTlhNTMtMWU2YjA0MjZkNGQ3XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Macadam cowboy,1969,1h 53m,7.8,126.0,"Un escroc naïf qui a quitté le Texas pour New York à la recherche de la fortune, se fait un ami en chemin.","https://m.media-amazon.com/images/M/MV5BY2QyNDQ4ZGQtOTFlYy00NDVjLWI5NTEtNTBmYTA5OTI0ODYyXkEyXkFqcGc@._V1_QL75_UX140_CR0,5,140,207_.jpg"
Le Cercle des neiges,2023,2h 24m,7.8,160.0,Le vol d'une équipe de rugby s'écrase sur un glacier dans les Andes. Les quelques passagers qui survivent à l'accident se retrouvent dans l'un des environnements les plus difficiles au monde.,"https://m.media-amazon.com/images/M/MV5BY2ZjYjM2N2ItMDc0OC00NDVjLTg4YzktOTg3MGMxYmU5MDUwXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Coraline,2009,1h 40m,7.8,282.0,"Coraline emménage avec ses parents dans une étrange maison aux colocataires excentriques. Dans le salon, elle découvre une petite porte menant sur une version idéalisée de son foyer, à ceci près que ses occupants ont pour yeux des boutons.","https://m.media-amazon.com/images/M/MV5BYmMzNzE3NDQtOWNkNS00NWVmLWFlYWUtYTNkY2ZmZjhhOGU2XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Walk the Line,2005,2h 16m,7.8,273.0,"Une chronique de la vie de Johnny Cash, légende de la musique country, depuis ses débuts dans un champ de coton de l'Arkansas jusqu'à sa célébrité avec Sun Records à Memphis, où il enregistra aux côtés d'Elvis Presley, Jerry Lee Lewis et Carl Perkins.","https://m.media-amazon.com/images/M/MV5BNDIwMDE1YmUtMzQ3ZS00ZmRlLWE3OTctYzJiODI2YTc3OWJjXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Captain Fantastic,2016,1h 58m,7.8,243.0,"Dans les forêts du nord-ouest du Pacifique, un père voué à élever ses six enfants avec une éducation physique et intellectuelle rigoureuse est forcé de quitter son paradis et d'entrer dans le monde normal, défiant son idée de ce que signifie être parent.","https://m.media-amazon.com/images/M/MV5BOWUxNDBlNTAtY2E0OS00YzM3LWE2ZDQtMDM3MmQ2NDRhYTlkXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Brazil,1985,2h 12m,7.8,216.0,"Dans un monde rétro-futuriste, un bureaucrate tente de corriger une erreur administrative et devient un ennemi de l'État.","https://m.media-amazon.com/images/M/MV5BMGQ2YWFhZDgtMzJmZi00N2ZlLWE0NjUtZTFmMTM5ODdhY2JhXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Boyz n the Hood : La Loi de la rue,1991,1h 52m,7.8,161.0,"Suit la vie de trois jeunes hommes vivant dans le ghetto de Crenshaw à Los Angeles, décortiquant des questions sur la race, les relations, la violence et les perspectives d'avenir.","https://m.media-amazon.com/images/M/MV5BYjQ4ODY0M2UtZjMxMC00ZDAxLTg5NzctM2I0ZTc5N2IwMWFjXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Chacal,1973,2h 23m,7.8,50.0,"Un assassin professionnel nommé « Chacal » complote pour tuer Charles de Gaulle, le président de la France.","https://m.media-amazon.com/images/M/MV5BYTM3ZGMxYTYtOGY0Ni00N2Q0LTk4NjAtYWRlMDAxMGU0NmNmXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
Close,2022,1h 44m,7.8,43.0,"L'amitié intense entre deux garçons de treize ans, Léo et Rémi, est soudainement interrompue. Peinant à comprendre ce qui s'est passé, Léo se rapproche de Sophie, la mère de Rémi.","https://m.media-amazon.com/images/M/MV5BZmU3NTFkNTAtOTVlZi00OGI0LWI2ZjAtYTQ3MzY0ZGE4NjhlXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Révélations,1999,2h 37m,7.8,186.0,Un chercheur en chimie subit des attaques personnelle et professionnelles lorsqu'il décide d'apparaître dans l'émission 60 Minutes sur l'industrie du tabac.,"https://m.media-amazon.com/images/M/MV5BMTQ0ODRhYzktNDBmNy00NTIzLTk1MDctN2RiZmJiZTM1YmNiXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Dragons 2,2014,1h 42m,7.8,379.0,"Hiccup et Toothless ('Hocquet' et 'Sans Dents') découvrent une grotte glacée, habitée par des centaines de dragons sauvages et le mystérieux Cavalier des Dragons. Les deux amis se trouve au milieu d'une bataille pour protéger la paix","https://m.media-amazon.com/images/M/MV5BM2MxN2VjOGEtMmY1MS00YzExLTg2N2EtMDI4YmQ3YTE3YTliXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
N.W.A: Straight Outta Compton,2015,2h 27m,7.8,226.0,"Au milieu des années 80, le groupe NWA vient des rues malfamées de Compton à Los Angeles, en Californie et révolutionne la culture hip-hop avec sa musique et ses histoires sur la vie dans les quartiers.","https://m.media-amazon.com/images/M/MV5BZWY4YjE4ZWMtYzEyYi00NGU0LWI2YjYtZTllNDdkZWU0ZjNmXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
L'Île aux chiens,2018,1h 41m,7.8,199.0,"Situé au Japon, l'Ile aux Chiens suit l'odyssée d'un jeune garçon à la recherche de son chien perdu.","https://m.media-amazon.com/images/M/MV5BN2RhNjMwOGQtZGQ4Ny00M2M2LTkyYTgtYzY2ZmMyYzkxMThlXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Cabaret,1972,2h 4m,7.8,62.0,Une chanteuse de cabaret à l'époque de la République de Weimar à Berlin séduit deux hommes sous fond de montée en puissance du parti nazi.,"https://m.media-amazon.com/images/M/MV5BNTdmNWJkMWYtZjY1YS00YWMzLTk4MzItZDExNDBiNDViMGMyXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg"
Quand la ville dort,1950,1h 52m,7.8,31.0,"Un gros braquage se déroule comme prévu, jusqu'à ce que la malchance et les trahisons ne fassent tout s'effondrer.","https://m.media-amazon.com/images/M/MV5BMWE2Y2E0ZTMtYzZmNi00MzZiLTg0ZTctMGY2YWJkMzE3NDEyXkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg"
Kiki la petite sorcière,1989,1h 43m,7.8,176.0,"Kiki, 13 ans, part vivre seule dans une ville côtière afin de parfaire sa formation de sorcière. Sur les conseils d'Osono, une boulangère qui l'héberge gratuitement, la jeune fille crée un service de livraison rapide.","https://m.media-amazon.com/images/M/MV5BNjQzNTE0ODQ2Nl5BMl5BanBnXkFtZTgwNjg1OTA3MjE@._V1_QL75_UY207_CR6,0,140,207_.jpg"
Morse,2008,1h 54m,7.8,233.0,"Oskar, un garçon doux et solitaire de 12 ans victime de harcèlement scolaire, trouve l'amour en la personne de Eli, une fille magnifique mais particulière, dont l'arrivée coïncide avec une série de morts bien mystérieuses.","https://m.media-amazon.com/images/M/MV5BMjU4MzA3NDMyOF5BMl5BanBnXkFtZTcwMTYzMDQzMg@@._V1_QL75_UX140_CR0,0,140,207_.jpg"
L'innocence,2023,2h 7m,7.8,34.0,Une mère demande des réponses à l'enseignant lorsque son fils commence à se comporter de manière étrange.,"https://m.media-amazon.com/images/M/MV5BMGJjYzVhYjEtNWYwMy00YTk5LWExMjYtNTdjODMyZTU3MzQwXkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg"
Capitaine Phillips,2013,2h 14m,7.8,506.0,"L'histoire vraie du Capitaine Richard Phillips et du détournement en 2009 par des pirates somaliens du MV Maersk Alabama, le premier navire de fret américain à être détourné en deux cent ans.","https://m.media-amazon.com/images/M/MV5BMzZlNzEzYzctM2QxMi00MzBhLWE2NzEtYmU5NDQ2OTYwYWM4XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Fighter,2010,1h 56m,7.8,398.0,"Basé sur l'histoire de Micky Ward, ce film présente un jeune boxeur qui tente d'échapper à l'ombre de son frère plus âgé, plus célèbre mais perturbé, et trouve sa propre chance de devenir un grand boxeur.","https://m.media-amazon.com/images/M/MV5BMTM0ODk3MjM1MV5BMl5BanBnXkFtZTcwNzc1MDIwNA@@._V1_QL75_UX140_CR0,6,140,207_.jpg"
Le vent se lève,2013,2h 6m,7.8,106.0,"Un regard sur la vie de Jiro Horikoshi, l'homme qui a dessiné des avions de chasse japonais pendant la Seconde Guerre mondiale.","https://m.media-amazon.com/images/M/MV5BYjU0ZWY4YWUtOWQ0Mi00OGVmLTkxZWEtMWNkMTQyODM0MGU1XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Treize vies,2022,2h 27m,7.8,73.0,"Une équipe de sauvetage est réunie en Thaïlande où une dizaine de jeunes hommes et leur entraineur sont piégés dans un système de grottes souterraines, peu à peu victimes de la montée des eaux.","https://m.media-amazon.com/images/M/MV5BOGFkZjJmYTgtNDRhZi00Zjk3LWIxYWItYzNiNTM0YWYxNmU1XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
Glory,1989,2h 2m,7.8,149.0,"Robert Gould Shaw dirige la première compagnie de volontaires entièrement composée de noirs pendant la guerre de Sécession des États-Unis, luttant à la fois contre les préjugés de son propre camp, l'Union Army et du camp des Confédérés.","https://m.media-amazon.com/images/M/MV5BNTJlMTQ3NTAtNThhNy00OWU5LTk0ZmYtNzFlMmYxOTAxYTc5XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg"
Millénium,2009,2h 32m,7.8,226.0,Un journaliste est aidé par une jeune hackeuse dans sa quête pour retrouver l'assassin d'une femme morte depuis quarante ans.,"https://m.media-amazon.com/images/M/MV5BZjllMDM3YjMtOWFkMy00MjNiLTkxZjgtYzVjODc5MTdmOWFmXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Ed Wood,1994,2h 7m,7.8,188.0,"Edward D. Wood Jr, réalisateur de film ambitieux mais perturbé, fait de son mieux pour réaliser ses rêves, malgré son manque de soutien.","https://m.media-amazon.com/images/M/MV5BOWU4NzlkZGEtODNmYi00YTVhLWJhYjAtZjBkN2Q1Y2U5NjE4XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg"
Charade,1963,1h 53m,7.8,89.0,Romance et suspense s'ensuivent à Paris alors qu'une femme est poursuivie par plusieurs hommes qui recherchent la fortune volée par son mari assassiné. À qui peut-elle faire confiance?,"https://m.media-amazon.com/images/M/MV5BYmFiYjIzZWYtZDhlMC00ZmJhLThjOTUtMTljYWM3NTkyZjQ5XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
Kramer contre Kramer,1979,1h 45m,7.8,160.0,"La femme de Ted Kramer le quitte, ce qui lui permet de renouer des liens avec son fils, Billy. Mais il s'ensuit une lutte acharnée pour la garde du fils du couple divorcé, aggravant la douleur causée par la séparation.","https://m.media-amazon.com/images/M/MV5BMjllOTIyZDgtYmMwZi00NjQzLWI0MjgtOGZjNDQyYjJhMWRkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg"
À la poursuite de Ricky Baker,2016,1h 41m,7.8,147.0,"Une chasse à l'homme nationale est ordonnée pour un gamin rebelle et son oncle, qui ont disparu dans le bush néozélandais.","https://m.media-amazon.com/images/M/MV5BMjI1MDQ2MDg5Ml5BMl5BanBnXkFtZTgwMjc2NjM5ODE@._V1_QL75_UX140_CR0,0,140,207_.jpg"
