nom,date,temps,rate,vote,resume,cover,genre,director,imdb_id
Capitaine Phillips,2013,2h 14m,7.8,506,"L'histoire vraie du Capitaine Richard Phillips et du détournement en 2009 par des pirates somaliens du MV Maersk Alabama, le premier navire de fret américain à être détourné en deux cent ans.","https://m.media-amazon.com/images/M/MV5BMzZlNzEzYzctM2QxMi00MzBhLWE2NzEtYmU5NDQ2OTYwYWM4XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Fantasy,Patty Jenkins,tt1000304
Fighter,2010,1h 56m,7.8,398,"Basé sur l'histoire de Micky Ward, ce film présente un jeune boxeur qui tente d'échapper à l'ombre de son frère plus âgé, plus célèbre mais perturbé, et trouve sa propre chance de devenir un grand boxeur.","https://m.media-amazon.com/images/M/MV5BMTM0ODk3MjM1MV5BMl5BanBnXkFtZTcwNzc1MDIwNA@@._V1_QL75_UX140_CR0,6,140,207_.jpg",Thriller,Greta Gerwig,tt1000305
Le vent se lève,2013,2h 6m,7.8,106,"Un regard sur la vie de Jiro Horikoshi, l'homme qui a dessiné des avions de chasse japonais pendant la Seconde Guerre mondiale.","https://m.media-amazon.com/images/M/MV5BYjU0ZWY4YWUtOWQ0Mi00OGVmLTkxZWEtMWNkMTQyODM0MGU1XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Thriller,Steven Spielberg,tt1000306
Treize vies,2022,2h 27m,7.8,73,"Une équipe de sauvetage est réunie en Thaïlande où une dizaine de jeunes hommes et leur entraineur sont piégés dans un système de grottes souterraines, peu à peu victimes de la montée des eaux.","https://m.media-amazon.com/images/M/MV5BOGFkZjJmYTgtNDRhZi00Zjk3LWIxYWItYzNiNTM0YWYxNmU1XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Drama,Patty Jenkins,tt1000307
Glory,1989,2h 2m,7.8,149,"Robert Gould Shaw dirige la première compagnie de volontaires entièrement composée de noirs pendant la guerre de Sécession des États-Unis, luttant à la fois contre les préjugés de son propre camp, l'Union Army et du camp des Confédérés.","https://m.media-amazon.com/images/M/MV5BNTJlMTQ3NTAtNThhNy00OWU5LTk0ZmYtNzFlMmYxOTAxYTc5XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Action,Steven Spielberg,tt1000308
Millénium,2009,2h 32m,7.8,226,Un journaliste est aidé par une jeune hackeuse dans sa quête pour retrouver l'assassin d'une femme morte depuis quarante ans.,"https://m.media-amazon.com/images/M/MV5BZjllMDM3YjMtOWFkMy00MjNiLTkxZjgtYzVjODc5MTdmOWFmXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Sci-Fi,Quentin Tarantino,tt1000309
Ed Wood,1994,2h 7m,7.8,188,"Edward D. Wood Jr, réalisateur de film ambitieux mais perturbé, fait de son mieux pour réaliser ses rêves, malgré son manque de soutien.","https://m.media-amazon.com/images/M/MV5BOWU4NzlkZGEtODNmYi00YTVhLWJhYjAtZjBkN2Q1Y2U5NjE4XkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Comedy,Martin Scorsese,tt1000310
Charade,1963,1h 53m,7.8,89,Romance et suspense s'ensuivent à Paris alors qu'une femme est poursuivie par plusieurs hommes qui recherchent la fortune volée par son mari assassiné. À qui peut-elle faire confiance?,"https://m.media-amazon.com/images/M/MV5BYmFiYjIzZWYtZDhlMC00ZmJhLThjOTUtMTljYWM3NTkyZjQ5XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Adventure,Quentin Tarantino,tt1000311
Kramer contre Kramer,1979,1h 45m,7.8,160,"La femme de Ted Kramer le quitte, ce qui lui permet de renouer des liens avec son fils, Billy. Mais il s'ensuit une lutte acharnée pour la garde du fils du couple divorcé, aggravant la douleur causée par la séparation.","https://m.media-amazon.com/images/M/MV5BMjllOTIyZDgtYmMwZi00NjQzLWI0MjgtOGZjNDQyYjJhMWRkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Horror,Christopher Nolan,tt1000312
À la poursuite de Ricky Baker,2016,1h 41m,7.8,147,"Une chasse à l'homme nationale est ordonnée pour un gamin rebelle et son oncle, qui ont disparu dans le bush néozélandais.","https://m.media-amazon.com/images/M/MV5BMjI1MDQ2MDg5Ml5BMl5BanBnXkFtZTgwMjc2NjM5ODE@._V1_QL75_UX140_CR0,0,140,207_.jpg",Action,Denis Villeneuve,tt1000313
La Prisonnière du désert,1956,1h 59m,7.8,100,Un vétéran de la guerre civile américaine se lance dans une expédition visant à délivrer sa nièce des Comanches.,"https://m.media-amazon.com/images/M/MV5BOGM3MTIyM2MtMzI3Ni00MDQyLWE0ODgtMzYzYjRmNDY0MTkzXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",Drama,Quentin Tarantino,tt1000314
The Best Offer,2013,2h 11m,7.8,133,Un expert en art solitaire travaillant pour une héritière mystérieuse et recluse découvre que sa collection n'est pas la seule chose qui mérite d'être examinée.,"https://m.media-amazon.com/images/M/MV5BMmQ4NmNiNmEtODFmOC00NzQyLWJkZWItZmVhNjAxMDdhMTdmXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Horror,Quentin Tarantino,tt1000315
La valse des pantins,1982,1h 49m,7.8,125,"L'humoriste en herbe Rupert Pupkin tente de percer dans le show-business en harcelant son idole, un présentateur d'une émission télévisée tardive qui ne souhaite que préserver sa vie privée.","https://m.media-amazon.com/images/M/MV5BMWE3NmMzMDMtMWM5Ny00MTI4LTk2MjUtYzZlNzZmNDIwMTZiXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Fantasy,Martin Scorsese,tt1000316
Zombie : Le Crépuscule des morts-vivants,1978,2h 7m,7.8,132,"Suite à une épidémie de zombies grandissante, deux membres d'une unité d'élite de Philadelphia, un reporter de la circulation et sa petite-amie productrice de télévision se réfugient dans un centre commercial isolé.","https://m.media-amazon.com/images/M/MV5BMTQ2NzA1NzY4Ml5BMl5BanBnXkFtZTYwMDQ3NDg5._V1_QL75_UY207_CR9,0,140,207_.jpg",Horror,Jordan Peele,tt1000317
L'étoffe des héros,1983,3h 13m,7.8,67,L'histoire des 7 premiers astronautes de Mercury et leur approche macho et instinctive à l'égard du programme spatial.,"https://m.media-amazon.com/images/M/MV5BMDcwMzg0NDUtY2MwYy00ZDkzLTg5NzktOTlmZDQ5NTA3NjE2XkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",Comedy,Denis Villeneuve,tt1000318
La Nuit des morts-vivants,1968,1h 36m,7.8,145,Un groupe de Pennsylvaniens se barricade dans une ancienne ferme pour être à l'abri de monstres carnivores assoiffés de sang qui ravagent la côte est des États-Unis.,"https://m.media-amazon.com/images/M/MV5BMjdjOTNkOWItYjgzMy00YjY4LTg4ODYtZjIwOWQ4NTZlZjU5XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Thriller,Steven Spielberg,tt1000319
Que le spectacle commence...,1979,2h 3m,7.8,38,"Le metteur en scène et chorégraphe Bob Fosse raconte sa propre vie alors qu'il narre par le détail la vie sordide de Joe Gideon, un danseur drogué coureur de jupons.","https://m.media-amazon.com/images/M/MV5BZTQ0YmRhYjQtMWYwMy00OWVkLTg2OGEtYTlhZmUwZmU4OTE2XkEyXkFqcGc@._V1_QL75_UY207_CR10,0,140,207_.jpg",Horror,Jordan Peele,tt1000320
Jujutsu Kaisen 0,2021,1h 45m,7.8,49,"Yuuta Okkotsu rejoins le Jujutsu High School et apprend à contrôler Rika, un démon qui le protégé, afin d'aider les gens. En première année du lycée, Yuuta commence à apprendre les arts du Jujutsu et à combattre les êtres maléfiques.","https://m.media-amazon.com/images/M/MV5BMzNhZTdmNDYtNTA0NC00MmNmLWIzYjUtNjg5NzNlYWQ0N2E5XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Fantasy,James Cameron,tt1000321
Josey Wales hors-la-loi,1976,2h 15m,7.8,83,Un fermier du Missouri rejoint une cellule de guérilla des Confédérés et se retrouve en déroute devant les soldats de l'Union qui ont assassiné sa famille.,"https://m.media-amazon.com/images/M/MV5BMjIxNDYxMTk2MF5BMl5BanBnXkFtZTgwMjQxNjU3MTE@._V1_QL75_UY207_CR1,0,140,207_.jpg",Sci-Fi,Jordan Peele,tt1000322
Burt Munro,2005,2h 7m,7.8,61,"L'histoire du Néo-Zélandais Burt Munro, qui a passé des années à reconstruire une moto Indian de 1920, ce qui l'a aidé à établir le record du monde de vitesse sur terre au Bonneville Salt Flats de l'Utah en 1967.","https://m.media-amazon.com/images/M/MV5BZDJkNjgxNmUtOTdiNi00OThiLTk2OTctYmY1YWM3NjViNjEyXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Adventure,Patty Jenkins,tt1000323
La déchirure,1984,2h 21m,7.8,61,"Un journaliste est coincé au Cambodge pendant la répression sanglante de Pol Pot, qui a coûté la vie à deux millions de civils « indésirables ».","https://m.media-amazon.com/images/M/MV5BNjhiYmQxMTctOTRlNS00YjhmLThlYWUtMWMwODYwN2QxNWFhXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Fantasy,Quentin Tarantino,tt1000324
Lilya 4-ever,2002,1h 49m,7.8,52,"Lilja, 16 ans, et son seul ami, le jeune garçon Volodja, vivent en Russie, fantasmant sur une vie meilleure. Un jour, Lilja tombe amoureuse d'Andrej, qui part en Suède et lui propose de l'accompagner pour commencer une nouvelle vie.","https://m.media-amazon.com/images/M/MV5BYTE1NDdkNmMtM2M2MC00NDkwLTk2ZGQtMWNkZjgwNDg3YzFjXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Fantasy,Steven Spielberg,tt1000325
The Chaser,2008,2h 5m,7.8,76,Un ancien policier en disgrâce qui dirige un petit réseau de prostituées se retrouve dans une course contre la montre quand une de ses femmes est portée disparue.,"https://m.media-amazon.com/images/M/MV5BZGZjMDU2ODAtMzFlNy00MWU1LWE1YTEtYTFmZTE0ZmEyYjYxXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",Sci-Fi,Denis Villeneuve,tt1000326
Indiscrétions,1940,1h 52m,7.8,76,"Après son ex-mari et un journaliste débarquent juste avant son remariage, une femme riche commence à découvrir la vérité sur son propre compte.","https://m.media-amazon.com/images/M/MV5BYmMwZTQ5OGUtMjQ4Ni00ZTIwLTk1ZWMtNzhlMGQxYjIxMTU1XkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg",Romance,Denis Villeneuve,tt1000327
Le lion en hiver,1968,2h 14m,7.8,35,"1183 apr. J.-.C. les trois fils du Roi Henri II veulent tous hériter du trône, mais celui-ci n'arrive pas à se décider. Ceux-ci et sa femme ourdissent différents complots pour le forcer à choisir.","https://m.media-amazon.com/images/M/MV5BNjRmNmYwZWQtNDJjNS00ZDU3LThkZjctMTcwYjVkNjU3ZDg4XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Romance,Greta Gerwig,tt1000328
My Left Foot,1989,1h 43m,7.8,82,"Christy Brown, né avec la paralysie cérébrale, apprend à peindre et à écrire avec le seul membre qu'il contrôle : son pied gauche.","https://m.media-amazon.com/images/M/MV5BYzU2NDY0YzItOTVhNS00Yzk4LTg0ZTktNjFiZDJmZTgwMDYyXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Drama,Greta Gerwig,tt1000329
Frankenstein,1931,1h 10m,7.8,83,Le Dr. Frankenstein défie la vie et la mort en créant un monstre humain à partir de membres de cadavres dénués de vie.,"https://m.media-amazon.com/images/M/MV5BODEzZjljMDQtYWU3YS00MDIzLWEzZGUtYjhlYzM3Y2U4OWQ2XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Fantasy,Denis Villeneuve,tt1000330
"Aguirre, la colère de Dieu",1972,1h 35m,7.8,65,"Au XVIᵉ siècle, Don Lope de Aguirre, impitoyable et fou, dirige une expédition espagnole à la recherche de l'El Dorado.","https://m.media-amazon.com/images/M/MV5BMDg3MmNiOTgtYjUzNy00NDgwLThmMTUtMWYwNjk0ODA5MTU0XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Comedy,Quentin Tarantino,tt1000331
Si tu tends l'oreille,1995,1h 51m,7.8,78,Rencontre et éveil sentimental de deux adolescents dans le grand Tokyo contemporain.,"https://m.media-amazon.com/images/M/MV5BMTQ4MDNmMDktZDk5MC00MGUxLWE0YWEtMDU4M2E2OWNkOTFkXkEyXkFqcGc@._V1_QL75_UY207_CR19,0,140,207_.jpg",Action,Greta Gerwig,tt1000332
À l'est d'Eden,1955,1h 58m,7.8,50,"Cal souffre de ne pas être comme son frère 'un fils idéal', et se montre maladroit en tentant de plaire à son père ; il est par ailleurs taraudé par un mensonge familial autour de la disparition de sa mère, qui n'est pas morte mais tient une maison close. [255]","https://m.media-amazon.com/images/M/MV5BYjViZWVhOTQtMWFkYi00NTY3LTliZDYtZTMyZWYzODVhNjBkXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Horror,James Cameron,tt1000333
Trois couleurs: Bleu,1993,1h 38m,7.8,115,Une femme s'efforce de continuer à vivre après le décès de son mari et de leur enfant.,"https://m.media-amazon.com/images/M/MV5BMDgyZWMyYmQtYzE1Yi00MzUwLTk0MzYtMTZjYzRhYjM2M2JjXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",Sci-Fi,Christopher Nolan,tt1000334
"Freaks, la monstrueuse parade",1932,1h 4m,7.8,53,"La belle trapéziste d'un cirque accepte d'épouser un des artistes du spectacle, mais ses amis difformes l'avertisse qu'elle n'est intéressée que par son héritage.","https://m.media-amazon.com/images/M/MV5BNmJhZmUwMzEtNGQ3MS00OGNkLWFkOTYtMjg1MTRiYjZlZjJhXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Comedy,Christopher Nolan,tt1000335
Once,2006,1h 26m,7.8,123,"Une comédie musicale moderne sur un musicien ambulant et un immigrant et leur semaine mouvementée à Dublin, alors qu'ils écrivent, répètent et enregistrent des chansons qui racontent leur histoire d'amour.","https://m.media-amazon.com/images/M/MV5BYmFmZmRkNzYtMTcyNy00NjY3LTkyNTUtNGExZjViNGFhZDdkXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Horror,Denis Villeneuve,tt1000336
Ciel d'octobre,1999,1h 48m,7.8,101,"La véritable histoire de Homer Hickam, fils d'un mineur de charbon, qui inspiré par le premier lancement de Spoutnik décida de se lancer dans la fuséologie contre le gré de son père.","https://m.media-amazon.com/images/M/MV5BNjAwYjI0NTgtNmZhZC00YTFkLWI3ODEtYmNjOTg5Mzk1Y2Y1XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",Sci-Fi,Denis Villeneuve,tt1000337
La Chevauchée fantastique,1939,1h 36m,7.8,56,Un groupe de personnes voyageant en autocar trouvent que leur trajet est compromis par la menace de Geronimo et en apprend quelque choses les uns des autres.,"https://m.media-amazon.com/images/M/MV5BYjAzNzFiY2YtZmI4Zi00ODIyLWEwYjAtNTQ5MGUxNzYzMTMxXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",Drama,Denis Villeneuve,tt1000338
Hantise,1944,1h 54m,7.8,36,"Dix ans après que sa tante a été assassinée dans leur maison de Londres, une femme revient d'Italie pour reprendre la résidence avec son mari. Son intérêt obsessionnel pour la maison découle d'un secret qui peut rendre sa femme folle.","https://m.media-amazon.com/images/M/MV5BMTQxOTQwY2EtZjU0My00NDNlLWExMjUtMDg0ODc0YTYxNjVkXkEyXkFqcGc@._V1_QL75_UX140_CR0,5,140,207_.jpg",Drama,Jordan Peele,tt1000339
The Artist,2011,1h 40m,7.8,252,Une star de cinéma égocentrique se met en relation avec un jeune danseur sur fond de l'ère du silence à Hollywood.,"https://m.media-amazon.com/images/M/MV5BODVkNzNiOWEtNDVmOS00MDk0LWEwOWYtYzc4ZmE0Y2QxYWE2XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Action,Christopher Nolan,tt1000340
Le ruban blanc,2009,2h 24m,7.8,80,"À la veille de 1914 dans un village allemand en apparence tranquille, une succession de malveillances cruelles rend l'atmosphère étouffante. L'instituteur réalise que ce sont des enfants, menés par la fille du rigide pasteur, qui commettent ces insanités. [255]","https://m.media-amazon.com/images/M/MV5BMTQ2OTYyNzUxOF5BMl5BanBnXkFtZTcwMzUwMDY4Mg@@._V1_QL75_UX140_CR0,0,140,207_.jpg",Comedy,James Cameron,tt1000341
Pride,2014,1h 59m,7.8,63,Des militants gays britanniques aident des mineurs pendant la longue grève de 1984.,"https://m.media-amazon.com/images/M/MV5BOWE4OWJmNzEtOTEyNS00YzI0LWE3ZjEtMTE3ZGRmNjVlOWRhXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Fantasy,Jordan Peele,tt1000342
Les vestiges du jour,1993,2h 14m,7.8,88,"Un majordome qui s'est sacrifié corps et âme au service de son employeur, un lord anglais, dans les années précédant la Seconde Guerre mondiale se rend compte trop tard combien sa loyauté était mal avisée.","https://m.media-amazon.com/images/M/MV5BZWFiYjdiYzQtZmM4OS00OTUzLTkwOGUtNWVjMWY3ZWI1MjZkXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Action,Jordan Peele,tt1000343
Breaking the Waves,1996,2h 33m,7.8,74,"Oilman Jan se retrouve paralysé après un accident. Sa femme, qui priait pour qu'il rentre, se sent coupable. Encore plus, lorsque Jan lui demande d'avoir des relations sexuelles avec d'autres hommes.","https://m.media-amazon.com/images/M/MV5BYTdjYjg4MTAtMzU4Ny00ODVkLTlhZDItOThiMDBhODI4MTVhXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Horror,Denis Villeneuve,tt1000344
Lettres d'Iwo Jima,2006,2h 21m,7.8,173,"La bataille d'Iwo Joma entre les États-Unis et le Japon impérial pendant la Seconde Guerre mondiale, racontée du point de vue des japonais qui s'y sont battus.","https://m.media-amazon.com/images/M/MV5BNDdkNTBhMjgtM2FmYy00MDQ2LWIxNDUtNWExOTM2YWZiNWY5XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Adventure,Greta Gerwig,tt1000345
Hannah et ses soeurs,1986,1h 47m,7.8,79,"Entre deux Thanksgivings, le mari d'Hannah tombe amoureux de sa soeur Lee, alors que son ex-mari hypochondriaque renoue sa relation avec sa soeur Holly.","https://m.media-amazon.com/images/M/MV5BNTdmOWViYWMtMjVjNC00MDI5LTk3ZmEtM2MxMzFkMzQ5NzNjXkEyXkFqcGc@._V1_QL75_UX140_CR0,3,140,207_.jpg",Horror,Greta Gerwig,tt1000346
Playtime,1967,2h 35m,7.8,27,"Monsieur Hulot se promène avec un regard curieux dans un Paris ultramoderne, en parallèle d'un groupe de touristes américaines. Pendant ce temps, un restaurant night-club encore en travaux se prépare à être inauguré.","https://m.media-amazon.com/images/M/MV5BYjQ2NjA5NTMtYmE3MS00YjBkLWI1OTYtNThlYzc2NGNlNzdmXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Drama,Denis Villeneuve,tt1000347
Ninja Scroll,1993,1h 34m,7.8,43,Un épéiste vagabond est aidé par une belle ninja et un espion rusé pour affronter un clan démoniaque de tueurs - avec un fantôme de son passé comme chef - qui est déterminé à renverser le shogunat Tokugawa.,"https://m.media-amazon.com/images/M/MV5BZWQ2MmFjYmMtYjUwYS00MDExLWJjNDAtNDBhODM2NTk4OThiXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Drama,Patty Jenkins,tt1000348
Un prophète,2009,2h 30m,7.8,105,Un jeune homme algérien est envoyé dans une prison française.,"https://m.media-amazon.com/images/M/MV5BNGMwY2RlMDMtNTJmZC00ZTczLWE5MzEtNjFiYzVhNDY5NDQ5XkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",Comedy,Denis Villeneuve,tt1000349
Manhattan,1979,1h 36m,7.8,150,Les angoisses et hésitations sentimentales d'un intellectuel new-yorkais.,"https://m.media-amazon.com/images/M/MV5BMzhjMjEyOWItMWU2Ni00ZTE5LWFhODEtZGU1MTQyZjU4ODkzXkEyXkFqcGc@._V1_QL75_UX140_CR0,2,140,207_.jpg",Adventure,Denis Villeneuve,tt1000350
Tout sur ma mère,1999,1h 41m,7.8,106,Le jeune Esteban veut devenir écrivain et découvrir l'identité de son père que sa mère Manuela lui a soigneusement cachée.,"https://m.media-amazon.com/images/M/MV5BMDJhZWU3MGItMDVlOC00NWRkLTk5MjktMmQyYWQ1OGUwMDZjXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",Adventure,James Cameron,tt1000351
La passion Van Gogh,2017,1h 34m,7.8,66,Un récit animé dans lequel un jeune homme se rend dans la ville où le peintre Vincent van Gogh a vécu avant de mourir et enquête sur ses derniers jours.,"https://m.media-amazon.com/images/M/MV5BNDU1ZTgyYjUtNmY0Ni00NWZjLWEzMjctM2Y0ZjU5N2FmYThmXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Horror,Jordan Peele,tt1000352
La dame du vendredi,1940,1h 32m,7.8,65,"Pour récupérer sa femme, qui veut divorcer, le rédacteur en chef d'un grand quotidien l'envoie réaliser un reportage insensé: interviewer un condamné à mort.","https://m.media-amazon.com/images/M/MV5BMDljZTkyNDctNDAwYS00MGExLWI1NmQtNGU3NTcwZTRhNjFiXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Drama,Jordan Peele,tt1000353
La Fiancée de Frankenstein,1935,1h 15m,7.8,56,"Mary Shelley révèle que les principaux personnages de son roman ont survécu? le Dr Frankenstein, encouragé par un scientifique encore plus fou, construit une fiancée pour son monstre.","https://m.media-amazon.com/images/M/MV5BODQ1NTVmZDUtNmRmZC00MDhkLWJlZWUtNWQ3NjBmNDNkMDZkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Thriller,James Cameron,tt1000354
Les parapluies de Cherbourg,1964,1h 31m,7.8,33,Une jeune femme séparée de son amant par la guerre doit prendre une décision qui changera sa vie.,"https://m.media-amazon.com/images/M/MV5BZmIwZDNmYjctZTQxZS00ZWFiLWExNmYtZmEyYTY5NWNmNmE2XkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",Thriller,Christopher Nolan,tt1000355
Amarcord,1973,2h 3m,7.8,50,Une série de vignettes comiques et nostalgiques se déroulant dans une ville côtière italienne des années 1930.,"https://m.media-amazon.com/images/M/MV5BMDFiMDIwMjQtNGFjYS00YTNiLTk5MjctZDYxMmRiNDUyNDZjXkEyXkFqcGc@._V1_QL75_UX140_CR0,2,140,207_.jpg",Adventure,Denis Villeneuve,tt1000356
Le Port de l'angoisse,1944,1h 40m,7.8,40,"Pendant la Seconde Guerre mondiale, un expatrié américain aide à convoyer un chef de la Résistance française et sa épouse en Martinique tout en séduisant une chanteuse.","https://m.media-amazon.com/images/M/MV5BZmJmNmI2NzctNDMzZi00NDI0LTkyZWQtNzczMGM5MGQ2MWEwXkEyXkFqcGc@._V1_QL75_UY207_CR1,0,140,207_.jpg",Sci-Fi,Christopher Nolan,tt1000357
Cléo de 5 à 7,1962,1h 30m,7.8,29,"Cleo, chanteuse et hypocondriaque, craint de plus en plus avoir un cancer alors qu'elle attend les résultats des tests.","https://m.media-amazon.com/images/M/MV5BMWRhZWNjNTktZGUyNi00YzIzLWE5NmEtZTQ3ZmRiMzM5MTM4XkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",Comedy,Steven Spielberg,tt1000358
"Cowboy Bebop, le film",2001,1h 55m,7.8,55,"Suite à l'attaque terroriste, ayant libéré un virus mortel, l'équipage du Bebop enquête sur l'individu qui a perpétré cet acte. Leurs investigations les mènent vers Vincent Volaju, un ex-militaire qui a servi de cobaye pour l'armée.","https://m.media-amazon.com/images/M/MV5BM2VhZjk2MWMtZjc2OC00YzA4LWI0NzAtZGQ1YjVkOTk5YzVlXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Comedy,Martin Scorsese,tt1000359
